,Unnamed: 0,count,date,total_stories,ratio,query,query_name
0,0,82,2013-01-01 00:00:00,1162897,7.051355365092523e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
1,1,75,2013-02-01 00:00:00,1114118,6.731782450332909e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
2,2,78,2013-03-01 00:00:00,2122793,3.674404428505276e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
3,3,119,2013-04-01 00:00:00,2849652,4.175948501781972e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
4,4,142,2013-05-01 00:00:00,4499184,3.156127866742058e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
5,5,318,2013-06-01 00:00:00,5528896,5.75160031948512e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
6,6,227,2013-07-01 00:00:00,5722439,3.966840013497741e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
7,7,241,2013-08-01 00:00:00,5335503,4.516912463548423e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
8,8,158,2013-09-01 00:00:00,4895721,3.227308092107373e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
9,9,135,2013-10-01 00:00:00,5753197,2.34652142104642e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
10,10,158,2013-11-01 00:00:00,5731629,2.7566334108505626e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
11,11,156,2013-12-01 00:00:00,5318966,2.9329008683266637e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
12,12,133,2014-01-01 00:00:00,5264713,2.5262535678583047e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
13,13,176,2014-02-01 00:00:00,5067546,3.47308144810131e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
14,14,215,2014-03-01 00:00:00,5585409,3.849315242625921e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
15,15,146,2014-04-01 00:00:00,5678831,2.5709516624108027e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
16,16,134,2014-05-01 00:00:00,5614724,2.38658213653957e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
17,17,120,2014-06-01 00:00:00,5545022,2.164103226281158e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
18,18,203,2014-07-01 00:00:00,5984708,3.391978355502056e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
19,19,187,2014-08-01 00:00:00,5908826,3.1647572631179186e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
20,20,179,2014-09-01 00:00:00,5866829,3.051051939642352e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
21,21,278,2014-10-01 00:00:00,5792903,4.798975574077453e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
22,22,160,2014-11-01 00:00:00,5314544,3.010606366228222e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
23,23,136,2014-12-01 00:00:00,5260195,2.585455482163684e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
24,24,209,2015-01-01 00:00:00,5507816,3.794607517752953e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
25,25,106,2015-02-01 00:00:00,5244516,2.0211588638494e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
26,26,124,2015-03-01 00:00:00,5782512,2.144396760439062e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
27,27,198,2015-04-01 00:00:00,5512932,3.591555274035668e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
28,28,191,2015-05-01 00:00:00,5522993,3.4582698185567136e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
29,29,269,2015-06-01 00:00:00,5613949,4.791635976742931e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
30,30,141,2015-07-01 00:00:00,5487580,2.569438623218249e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
31,31,130,2015-08-01 00:00:00,5377132,2.417645689188958e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
32,32,116,2015-09-01 00:00:00,5816241,1.994415293314015e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
33,33,158,2015-10-01 00:00:00,5957769,2.6519994313307547e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
34,34,191,2015-11-01 00:00:00,5711112,3.3443574561311355e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
35,35,177,2015-12-01 00:00:00,5747715,3.079484629979044e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
36,36,225,2016-01-01 00:00:00,6188008,3.636065111745169e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
37,37,160,2016-02-01 00:00:00,6112209,2.6177115344059733e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
38,38,189,2016-03-01 00:00:00,6599467,2.8638676426444743e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
39,39,304,2016-04-01 00:00:00,6364547,4.776459345810472e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
40,40,313,2016-05-01 00:00:00,6568848,4.76491463952279e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
41,41,195,2016-06-01 00:00:00,6564926,2.9703305109608243e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
42,42,149,2016-07-01 00:00:00,6605289,2.2557680670747337e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
43,43,185,2016-08-01 00:00:00,7134547,2.593016767567724e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
44,44,256,2016-09-01 00:00:00,7195794,3.5576338066376e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
45,45,317,2016-10-01 00:00:00,7537019,4.205906871138311e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
46,46,979,2016-11-01 00:00:00,7404767,0.0001322121276739,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
47,47,1117,2016-12-01 00:00:00,7097225,0.0001573854569919,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
48,48,1008,2017-01-01 00:00:00,7915149,0.0001273507295946,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
49,49,1239,2017-02-01 00:00:00,7523352,0.0001646872298411,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
50,50,1169,2017-03-01 00:00:00,8498023,0.0001375614069295,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
51,51,1022,2017-04-01 00:00:00,8240161,0.0001240267028763,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
52,52,1134,2017-05-01 00:00:00,9059893,0.000125167041156,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
53,53,1067,2017-06-01 00:00:00,8194941,0.0001302022796747,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
54,54,994,2017-07-01 00:00:00,8280850,0.0001200359866438,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
55,55,971,2017-08-01 00:00:00,8816858,0.0001101299351764,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
56,56,1257,2017-09-01 00:00:00,8622102,0.0001457881152415,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
57,57,1096,2017-10-01 00:00:00,8922862,0.0001228305447288,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
58,58,920,2017-11-01 00:00:00,9789734,9.397599567056674e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
59,59,1847,2017-12-01 00:00:00,12374183,0.0001492623795849,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
60,60,2073,2018-01-01 00:00:00,13519766,0.0001533310561736,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
61,61,2023,2018-02-01 00:00:00,12367562,0.0001635730631469,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
62,62,6246,2018-03-01 00:00:00,13660735,0.0004572228361065,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
63,63,8948,2018-04-01 00:00:00,13316068,0.0006719701341266,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
64,64,4306,2018-05-01 00:00:00,14018000,0.0003071764873733,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
65,65,2143,2018-06-01 00:00:00,13189699,0.0001624752771082,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
66,66,4693,2018-07-01 00:00:00,13618482,0.0003446052210518,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
67,67,2461,2018-08-01 00:00:00,12754231,0.0001929555768591,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
68,68,3290,2018-09-01 00:00:00,12148544,0.0002708143461471,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
69,69,4017,2018-10-01 00:00:00,13479224,0.0002980141883538,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
70,70,4901,2018-11-01 00:00:00,12989011,0.0003773189506114,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
71,71,3798,2018-12-01 00:00:00,10302556,0.0003686463825093,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
72,72,2950,2019-01-01 00:00:00,12364871,0.0002385791165957,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
73,73,3399,2019-02-01 00:00:00,11238601,0.0003024397787589,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
74,74,3928,2019-03-01 00:00:00,12879965,0.0003049697728215,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
75,75,4526,2019-04-01 00:00:00,13169061,0.0003436843370989,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
76,76,4684,2019-05-01 00:00:00,14724214,0.0003181154525463,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
77,77,3620,2019-06-01 00:00:00,14025116,0.0002581083821338,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
78,78,3694,2019-07-01 00:00:00,14367534,0.0002571074479447,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
79,79,2141,2019-08-01 00:00:00,12929158,0.0001655946968859,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
80,80,2787,2019-09-01 00:00:00,12972258,0.0002148430905398,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
81,81,3894,2019-10-01 00:00:00,13410775,0.0002903635323089,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
82,82,2771,2019-11-01 00:00:00,11874401,0.0002333591395473,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
83,83,2572,2019-12-01 00:00:00,12326861,0.0002086500366962,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
84,84,3146,2020-01-01 00:00:00,12745733,0.0002468277030438,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
85,85,3238,2020-02-01 00:00:00,12410666,0.0002609046122101,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
86,86,6142,2020-03-01 00:00:00,16081727,0.000381924155285,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
87,87,6641,2020-04-01 00:00:00,16597948,0.0004001097003075,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
88,88,5458,2020-05-01 00:00:00,17346887,0.0003146385861624,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
89,89,4597,2020-06-01 00:00:00,17140704,0.0002681920182508,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
90,90,5171,2020-07-01 00:00:00,17242378,0.0002999006285559,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
91,91,5192,2020-08-01 00:00:00,17721748,0.0002929733568043,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
92,92,7982,2020-09-01 00:00:00,24340612,0.0003279293059681,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
93,93,9571,2020-10-01 00:00:00,27668313,0.0003459191747613,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
94,94,6450,2020-11-01 00:00:00,26083268,0.0002472849644454,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
95,95,5783,2020-12-01 00:00:00,25378123,0.0002278734325623,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
96,96,8296,2021-01-01 00:00:00,24791507,0.0003346307265629,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
97,97,8146,2021-02-01 00:00:00,25622587,0.0003179226203817,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
98,98,6265,2021-03-01 00:00:00,25414507,0.0002465127495882,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
99,99,3962,2021-04-01 00:00:00,21267809,0.0001862909338709,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
100,100,6101,2021-05-01 00:00:00,26967066,0.0002262389241751,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
101,101,4533,2021-06-01 00:00:00,28610235,0.0001584398030984,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
102,102,6686,2021-07-01 00:00:00,28394780,0.0002354658144912,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
103,103,4800,2021-08-01 00:00:00,21266591,0.0002257061322146,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
104,104,5657,2021-09-01 00:00:00,28896783,0.0001957657362759,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
105,105,5647,2021-10-01 00:00:00,14001608,0.0004033108197287,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (privacy OR cookies OR tracking OR ""user data"")",privacy
0,0,78,2013-01-01 00:00:00,1162897,6.707386810697766e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
1,1,80,2013-02-01 00:00:00,1114118,7.18056794702177e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
2,2,102,2013-03-01 00:00:00,2122793,4.804990406506899e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
3,3,120,2013-04-01 00:00:00,2849652,4.211040505998627e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
4,4,142,2013-05-01 00:00:00,4499184,3.156127866742058e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
5,5,194,2013-06-01 00:00:00,5528896,3.508837930755073e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
6,6,211,2013-07-01 00:00:00,5722439,3.687238955277636e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
7,7,163,2013-08-01 00:00:00,5335503,3.055007184889597e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
8,8,140,2013-09-01 00:00:00,4895721,2.859640081614128e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
9,9,140,2013-10-01 00:00:00,5753197,2.4334296218259168e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
10,10,131,2013-11-01 00:00:00,5731629,2.2855631444393905e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
11,11,152,2013-12-01 00:00:00,5318966,2.857698281959313e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
12,12,205,2014-01-01 00:00:00,5264713,3.893849484292876e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
13,13,111,2014-02-01 00:00:00,5067546,2.190409322382076e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
14,14,211,2014-03-01 00:00:00,5585409,3.777700075321252e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
15,15,186,2014-04-01 00:00:00,5678831,3.275321980879516e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
16,16,208,2014-05-01 00:00:00,5614724,3.70454540597187e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
17,17,146,2014-06-01 00:00:00,5545022,2.632992258642076e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
18,18,165,2014-07-01 00:00:00,5984708,2.757026742156844e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
19,19,198,2014-08-01 00:00:00,5908826,3.350919455066032e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
20,20,204,2014-09-01 00:00:00,5866829,3.4771765122180995e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
21,21,239,2014-10-01 00:00:00,5792903,4.125737993541408e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
22,22,144,2014-11-01 00:00:00,5314544,2.7095457296054e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
23,23,138,2014-12-01 00:00:00,5260195,2.62347688631315e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
24,24,201,2015-01-01 00:00:00,5507816,3.6493593831021226e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
25,25,139,2015-02-01 00:00:00,5244516,2.6503875667459117e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
26,26,130,2015-03-01 00:00:00,5782512,2.2481578940086935e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
27,27,168,2015-04-01 00:00:00,5512932,3.047380232515112e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
28,28,108,2015-05-01 00:00:00,5522993,1.9554614680844245e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
29,29,139,2015-06-01 00:00:00,5613949,2.47597546753631e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
30,30,173,2015-07-01 00:00:00,5487580,3.1525736299060785e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
31,31,149,2015-08-01 00:00:00,5377132,2.7709939053011903e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
32,32,125,2015-09-01 00:00:00,5816241,2.149154410898723e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
33,33,225,2015-10-01 00:00:00,5957769,3.776581468667214e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
34,34,229,2015-11-01 00:00:00,5711112,4.0097270023771205e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
